datetime,low,high,open,close,volume,macd,macds,macdh,close_-1_s,close_-1_d,rs_14,rsi_14,average
2015-01-12,263.54,272.43,270.4,268.16,7909.25,-6.959294078886558,-1.5125292676521813,-5.4467648112343765,276.8,-8.639999999999986,0.5974856151848494,37.40162725131724,267.985
2015-01-13,216.0,268.72,268.16,221.0,57653.9,-11.419022125892639,-3.4938278393002737,-7.925194286592365,268.16,-47.160000000000025,0.31889652505185234,24.17904050807283,242.36
2015-01-14,152.4,230.89,221.0,162.0,123599.76,-19.489532451272567,-6.692968761694734,-12.796563689577832,221.0,-59.0,0.19585804370961754,16.378034561866144,191.64499999999998
2015-01-15,161.1,233.9,162.0,208.81,86158.17,-21.856347863879392,-9.725644582131668,-12.130703281747724,162.0,46.81,0.5255151848565981,34.448374560492994,197.5
2015-01-16,198.04,223.15,214.77,206.6,34657.09,-23.637911530551975,-12.508097971815731,-11.129813558736243,208.81,-2.210000000000008,0.516852207495732,34.07399909771277,210.595
2015-01-17,192.17,212.84,206.6,200.1,19933.78,-25.282864129389623,-15.063051203330513,-10.21981292605911,206.6,-6.5,0.4912044180025923,32.940112842512946,202.505
2015-01-18,195.02,222.0,200.1,211.42,18205.49,-25.380500904861293,-17.126541143636672,-8.253959761224621,200.1,11.319999999999993,0.5842726188882673,36.87955039570584,208.51
2015-01-19,207.7,220.94,210.05,216.88,12796.47,-24.732204920949954,-18.647673899099328,-6.084531021850626,211.42,5.460000000000008,0.6326154652847135,38.748589532342265,214.32
2015-01-20,201.98,217.84,217.84,211.08,14234.73,-24.405110290540676,-19.7991611773876,-4.605949113153077,216.88,-5.799999999999983,0.5994630863793818,37.479019771338024,209.91
2015-01-21,205.0,228.9,211.08,228.59,22796.06,-22.473909537010343,-20.33411084931215,-2.1397986876981925,211.08,17.50999999999999,0.7698427390470228,43.49780475193785,216.95
2015-01-22,226.01,239.0,228.59,233.0,25809.37,-20.35295271262035,-20.337879221973793,-0.015073490646557275,228.59,4.409999999999997,0.8160547486929401,44.93558078468037,232.505
2015-01-23,225.55,240.0,233.0,233.03,15246.43,-18.4568987594636,-19.961683129471755,1.5047843700081565,233.0,0.030000000000001137,0.8163932982141556,44.945843998478665,232.775
2015-01-24,230.03,249.99,233.03,249.99,13633.14,-15.408116901548794,-19.050969883887163,3.6428529823383684,233.03,16.960000000000008,1.0225091913357225,50.556466972613784,240.01
2015-01-25,241.33,257.0,249.99,253.09,28139.7,-12.596585623691453,-17.760093031848022,5.163507408156569,249.99,3.0999999999999943,1.0630817138387882,51.52882247502965,249.16500000000002
2015-01-26,253.09,309.9,253.09,269.5,55355.5,-8.941208290694135,-15.996316083617245,7.05510779292311,253.09,16.409999999999997,1.2943752949766143,56.41515134034807,281.495
2015-01-27,243.1,278.51,269.5,262.99,21293.57,-6.494730798542349,-14.095999026602264,7.601268228059915,269.5,-6.509999999999991,1.177974350205345,54.08577700165672,260.805
2015-01-28,225.91,266.45,262.99,236.2,27595.15,-6.641054919429905,-12.605010205167792,5.963955285737887,262.99,-26.79000000000002,0.8422882046575045,45.71967635292397,246.18
2015-01-29,220.0,242.18,236.2,234.75,26178.79,-6.795684302804631,-11.443145024695161,4.64746072189053,236.2,-1.4499999999999886,0.8285261345011383,45.31114534642286,231.09
2015-01-30,227.26,244.98,234.75,232.6,19832.17,-7.010898955837121,-10.556695810923554,3.545796855086433,234.75,-2.1500000000000057,0.8074593214132101,44.673720279462586,236.12
2015-01-31,215.75,234.8,232.6,217.98,19706.27,-8.265885946567067,-10.098533838052257,1.8326478914851894,232.6,-14.620000000000005,0.6807093322911438,40.50131210750168,225.275
2015-02-01,208.48,220.81,217.98,214.8,6189.01,-9.408614945602125,-9.96055005956223,0.5519351139601056,217.98,-3.1799999999999784,0.6565674537931615,39.634211833014824,214.64499999999998
2015-02-02,214.8,241.98,214.8,237.97,6423.56,-8.348375672015749,-9.638115182052935,1.2897395100371867,214.8,23.169999999999987,0.9348544751610383,48.31652649655887,228.39
2015-02-03,223.79,244.39,237.97,227.35,17756.67,-8.26974517933047,-9.364441181508443,1.0946960021779724,237.97,-10.620000000000005,0.8219476314364929,45.1136803964249,234.08999999999997
2015-02-04,220.02,231.0,227.35,227.0,14313.23,-8.141818210082192,-9.119916587223193,0.9780983771410003,227.35,-0.3499999999999943,0.8184393778070937,45.007790075139724,225.51
2015-02-05,213.64,228.94,227.0,217.0,4314.11,-8.746527072217987,-9.045238684222152,0.2987116120041655,227.0,-10.0,0.7234312541083238,41.97621764046607,221.29
2015-02-06,214.95,225.86,216.81,222.88,4730.33,-8.651566470514013,-8.966504241480525,0.31493777096651243,217.0,5.8799999999999955,0.7969395295949467,44.34982460286725,220.405
2015-02-07,221.77,231.14,223.37,228.61,6356.04,-8.021479771518187,-8.777499347488058,0.7560195759698711,222.88,5.730000000000018,0.8740828296935458,46.64056549925692,226.45499999999998
2015-02-08,219.7,232.89,228.3,224.19,5456.94,-7.789001819061525,-8.579799841802751,0.7907980227412263,228.61,-4.420000000000016,0.8214414620087723,45.09842776406591,226.295
2015-02-09,215.0,225.99,224.19,220.72,19478.94,-7.794906536430233,-8.422821180728247,0.6279146442980146,224.19,-3.469999999999999,0.7816422485493416,43.87200905152393,220.495
2015-02-10,215.0,222.0,220.72,220.95,6332.22,-7.692354317429363,-8.27672780806847,0.5843734906391074,220.72,0.22999999999998977,0.7851006938720496,43.98075114570109,218.5
2015-02-11,217.99,223.43,220.95,219.12,9298.5,-7.670327885817443,-8.155447823618264,0.4851199378008211,220.95,-1.829999999999984,0.7625047036515747,43.262562764899855,220.71
2015-02-12,218.17,223.07,219.55,222.46,4010.23,-7.299220819619904,-7.984202422818592,0.684981603198688,219.12,3.3400000000000034,0.8190746904467455,45.02699612876201,220.62
2015-02-13,221.37,242.35,223.0,236.86,8077.55,-5.7765674678315975,-7.542675431821195,1.7661079639895974,222.46,14.400000000000006,1.081730363820914,51.96303914381357,231.86
2015-02-14,236.9,259.31,237.0,257.9,10813.61,-2.839371052999269,-6.602014556056809,3.7626435030575403,236.86,21.039999999999964,1.4950201883353098,59.920163986039526,248.10500000000002
2015-02-15,227.75,265.89,256.99,234.01,18474.58,-2.4115462715232354,-5.763920899150095,3.35237462762686,257.9,-23.889999999999986,0.9931244681103164,49.827518752599474,246.82
2015-02-16,229.2,241.23,234.01,236.55,12321.08,-1.8462528242546057,-4.980387284170998,3.1341344599163925,234.01,2.5400000000000205,1.0315631675751664,50.77681974350912,235.21499999999997
2015-02-17,232.01,248.78,236.55,244.96,11898.41,-0.7114359886600141,-4.1265970250688015,3.4151610364087874,236.55,8.409999999999997,1.168624720421665,53.887826206944595,240.39499999999998
2015-02-18,232.24,247.0,244.96,235.79,6766.05,-0.5457369181604861,-3.410425003687138,2.864688085526652,244.96,-9.170000000000016,1.0066162864949988,50.1648617760039,239.62
2015-02-19,235.66,245.01,237.37,242.67,4730.24,0.13913542388644373,-2.700512918172422,2.8396483420588656,235.79,6.8799999999999955,1.1186287479605665,52.79965869609673,240.33499999999998
2015-02-20,239.41,248.96,240.59,246.1,4559.19,0.9477489633924563,-1.9708605418594463,2.9186095052519025,242.67,3.430000000000007,1.1787678177232739,54.10249812460694,244.185
2015-02-21,244.0,247.48,245.48,245.87,1553.36,1.552129953451157,-1.2662624427973255,2.8183923962484823,246.1,-0.22999999999998977,1.173670738515404,53.99487225544609,245.74
2015-02-22,232.48,247.42,245.41,236.68,6739.67,1.2748543194168747,-0.7580390903544854,2.03289340977136,245.87,-9.189999999999998,0.9895498192046249,49.7373732315094,239.95
2015-02-23,232.05,240.66,236.68,238.92,3706.77,1.2217767791391907,-0.3620759164557501,1.5838526955949408,236.68,2.2399999999999807,1.030728653462646,50.756591812752774,236.35500000000002
2015-02-24,236.3,240.88,239.65,239.69,2430.95,1.2276929310108926,-0.044122146962421484,1.2718150779733142,238.92,0.7700000000000102,1.0459727411447024,51.1234934909001,238.59
2015-02-25,236.0,240.61,239.94,238.0,1735.6,1.0835224752869692,0.18140677748745673,0.9021156977995125,239.69,-1.6899999999999977,1.0095955203689044,50.23874257957997,238.305
2015-02-26,234.01,238.55,237.97,236.7,3498.78,0.8545168763551771,0.3160287972610009,0.5384880790941762,238.0,-1.3000000000000114,0.9813231308247948,49.52867685021599,236.28
2015-02-27,236.16,256.15,236.7,253.06,22016.89,1.9704296763162858,0.646908973072058,1.323520703244228,236.7,16.360000000000014,1.3608475563029265,57.64233072439484,246.15499999999997
2015-02-28,245.2,254.29,253.06,252.98,3613.22,2.8158835261283173,1.08070388368331,1.7351796424450072,253.06,-0.0800000000000125,1.3581331587497336,57.593573700893415,249.745
2015-03-01,245.0,260.0,253.47,255.81,5062.1,3.6719412885029215,1.5989513646472326,2.0729899238556886,252.98,2.8300000000000125,1.4341211754141252,58.9174109284076,252.5
2015-03-02,256.0,274.81,258.34,274.0,9781.93,5.751850460859714,2.429531183889729,3.322319276969985,255.81,18.189999999999998,1.960109441892892,66.21746527856305,265.405
2015-03-03,265.89,284.95,274.0,279.0,22213.49,7.714721174689316,3.486569182049647,4.228151992639669,274.0,5.0,2.11581282352064,67.9056459216291,275.41999999999996
2015-03-04,264.94,283.88,279.0,269.83,14281.76,8.4331558231369,4.475886510267098,3.957269312869802,279.0,-9.170000000000016,1.6181801136264877,61.805530689220525,274.40999999999997
2015-03-05,262.2,280.5,269.83,273.8,11360.44,9.216622789034943,5.424033766020668,3.7925890230142754,269.83,3.9700000000000273,1.7278374086547963,63.3409235892421,271.35
2015-03-06,269.0,276.46,273.8,273.26,6996.36,9.682340522555847,6.275695117327705,3.4066454052281427,273.8,-0.5400000000000205,1.7005219988976463,62.97012205757997,272.73
2015-03-07,270.0,279.48,273.26,275.59,5605.63,10.122747971638034,7.045105688189772,3.077642283448262,273.26,2.329999999999984,1.7739821287702298,63.95074107981643,274.74
2015-03-08,271.12,277.59,275.59,274.89,4455.34,10.296597135772203,7.695403977706259,2.6011931580659438,275.59,-0.6999999999999886,1.7327983196541223,63.407471645160946,274.355
2015-03-09,274.17,289.0,274.89,287.0,11984.22,11.281503493587309,8.41262388088247,2.8688796127048395,274.89,12.110000000000014,2.165320176127482,68.40761931314573,281.58500000000004
2015-03-10,283.96,296.8,287.0,290.24,12857.02,12.183051170010685,9.166709338708113,3.0163418313025723,287.0,3.240000000000009,2.289941858206067,69.604326061091,290.38
2015-03-11,285.83,296.74,290.24,295.11,6784.55,13.139043780654958,9.961176227097482,3.1778675535574763,290.24,4.8700000000000045,2.4916680282943364,71.36039303001851,291.28499999999997
2015-03-12,289.0,297.95,295.11,295.56,8145.87,13.774205583516846,10.723782098381356,3.0504234851354894,295.11,0.44999999999998863,2.511741869260314,71.52410293155653,293.475
2015-03-13,282.99,295.84,295.56,284.4,9178.74,13.224612060592051,11.223948090823496,2.0006639697685547,295.56,-11.160000000000025,1.6351145164270307,62.050985117872344,289.41499999999996
2015-03-14,280.46,287.69,284.4,282.7,5616.62,12.507698479262615,11.48069816851132,1.0270003107512942,284.4,-1.6999999999999886,1.5465666572898948,60.73144218953141,284.075
2015-03-15,281.42,287.75,282.7,286.4,2426.65,12.098632870194876,11.604285108848034,0.4943477613468428,282.7,3.6999999999999886,1.673497562541636,62.59581403734957,284.58500000000004
2015-03-16,285.78,294.26,286.4,289.7,6473.86,11.903511576820222,11.664130402442472,0.23938117437774942,286.4,3.3000000000000114,1.7954145650911264,64.22713065575655,290.02
2015-03-17,281.9,292.99,289.7,284.46,6470.43,11.196980517033353,11.57070042536065,-0.3737199083272973,289.7,-5.240000000000009,1.4856788725019272,59.76954179147594,287.445
2015-03-18,249.02,284.48,284.46,257.29,21120.78,8.348422216438621,10.926244783576246,-2.577822567137625,284.46,-27.16999999999996,0.7567185198213089,43.07568408274544,266.75
2015-03-19,249.0,265.95,257.29,262.01,14750.19,6.398031271910327,10.020602081243062,-3.6225708093327356,257.29,4.71999999999997,0.8485128811176735,45.902459743998854,257.475
2015-03-20,257.0,265.27,262.01,262.09,5683.15,4.803416927656997,8.97716505052585,-4.173748122868853,262.01,0.07999999999998408,0.850188397490749,45.95145006010124,261.135
2015-03-21,256.25,262.62,262.09,259.8,4622.93,3.3166573482261015,7.8450635100659,-4.528406161839799,262.09,-2.2899999999999636,0.8084320614844944,44.703479810066725,259.435
2015-03-22,259.24,272.0,259.8,269.39,5709.7,2.8790348019679755,6.851857768446316,-3.9728229664783408,259.8,9.589999999999975,1.0299327180910787,50.73728350265784,265.62
2015-03-23,259.5,270.07,269.39,265.84,8901.07,2.2201677380683122,5.925519762370715,-3.705352024302403,269.39,-3.5500000000000114,0.946366843405217,48.622223842938304,264.78499999999997
2015-03-24,241.84,266.52,265.84,246.93,17591.02,0.17017026363998866,4.774449862624571,-4.604279598984582,265.84,-18.909999999999968,0.6457882222106757,39.23884090890091,254.18
2015-03-25,236.4,250.0,246.93,247.68,13448.56,-1.3780633161957212,3.543947226860512,-4.922010543056233,246.93,0.75,0.6593542589776501,39.73559325323857,243.2
2015-03-26,244.91,253.75,247.68,249.46,8403.54,-2.433368105911029,2.3484841603062034,-4.781852266217232,247.68,1.7800000000000011,0.6940276575656504,40.96908657105288,249.32999999999998
2015-03-27,245.12,250.52,249.46,248.09,5845.29,-3.3417309114610703,1.2104411459527484,-4.552172057413818,249.46,-1.3700000000000045,0.6746387672411799,40.2856293809911,247.82
2015-03-28,247.17,253.83,248.09,252.31,5943.83,-3.678690592032183,0.2326147983557619,-3.9113053903879447,248.09,4.219999999999999,0.76731166507554,43.416884539306366,250.5
2015-03-29,239.96,252.96,252.31,242.19,6591.6,-4.708061389151254,-0.7555204391456416,-3.952540950005613,252.31,-10.120000000000005,0.619131964016841,38.238511608458445,246.46
2015-03-30,236.52,248.86,242.19,247.69,7880.41,-5.022148920921069,-1.6088461355007275,-3.413302785420341,242.19,5.5,0.7321593735180132,42.26859171919028,242.69
2015-03-31,238.55,248.59,247.69,243.98,8180.68,-5.506950845573442,-2.388467077515271,-3.118483768058171,247.69,-3.710000000000008,0.6766053988602485,40.35567339340568,243.57
2015-04-01,239.32,246.83,243.98,245.98,6106.97,-5.664479979183511,-3.0436696578489193,-2.620810321334592,243.98,2.0,0.720655841722094,41.88262546453426,243.075
2015-04-02,244.52,256.96,245.98,253.16,9880.07,-5.150584229400266,-3.465052572159189,-1.6855316572410772,245.98,7.180000000000007,0.8909616308171987,47.11685400153574,250.74
2015-04-03,251.23,256.67,253.16,253.79,5062.49,-4.639006827383213,-3.699843423203994,-0.9391634041792187,253.16,0.6299999999999955,0.9070543784047155,47.563110348404564,253.95
2015-04-04,250.76,255.85,253.79,253.45,2579.58,-4.212454653980814,-3.8023656693593577,-0.41008898462145593,253.79,-0.3400000000000034,0.8986492669860375,47.33097800693729,253.305
2015-04-05,251.65,261.0,253.45,260.5,5807.32,-3.2678630120961145,-3.695465137906709,0.42760212581059465,253.45,7.050000000000011,1.1055704888003903,52.50693314144371,256.325
2015-04-06,254.0,262.98,260.5,255.83,5989.94,-2.86309334381491,-3.5289907790883497,0.6658974352734397,260.5,-4.6699999999999875,0.963367286695408,49.06709474195607,258.49
2015-04-07,251.5,256.62,255.83,254.45,5990.22,-2.62342373654252,-3.3478773705791833,0.7244536340366632,255.83,-1.3800000000000239,0.9254847464880681,48.06502612789217,254.06
2015-04-08,243.06,254.96,254.45,244.09,11647.96,-3.232190582849853,-3.3247400130333173,0.0925494301834644,254.45,-10.359999999999985,0.7022334213354046,41.25365020647411,249.01
2015-04-09,238.47,246.3,244.09,243.53,7990.92,-3.716982948670733,-3.403188600160801,-0.3137943485099317,244.09,-0.5600000000000023,0.692509013478798,40.916119675806556,242.385
2015-04-10,231.0,243.94,243.53,234.77,11525.77,-4.753250666066776,-3.673201013341996,-1.0800496527247803,243.53,-8.759999999999991,0.5615168717275206,35.95970571270928,237.47
2015-04-11,233.0,239.42,234.77,237.34,4103.6,-5.305958984071481,-3.9997526074878933,-1.3062063765835874,234.77,2.569999999999993,0.621280026254919,38.32034048368848,236.20999999999998
2015-04-12,233.42,237.5,237.34,236.3,2850.16,-5.7614887604675005,-4.352099838083816,-1.4093889223836849,237.34,-1.039999999999992,0.6055097410832809,37.714485660780056,235.45999999999998
2015-04-13,219.64,236.9,236.3,222.87,13823.98,-7.124066348692509,-4.906493140205555,-2.2175732084869537,236.3,-13.430000000000007,0.4475299280701009,30.91679967313449,228.26999999999998
2015-04-14,210.0,224.79,222.87,216.42,18432.86,-8.624956865407853,-5.650185885246015,-2.9747709801618383,222.87,-6.450000000000017,0.39431946240314025,28.280424467684185,217.39499999999998
2015-04-15,214.05,222.43,216.42,221.51,9766.32,-9.296538246134645,-6.3794563574237415,-2.9170818887109036,216.42,5.090000000000003,0.49536513687431205,33.12670094140012,218.24
2015-04-16,221.51,229.67,221.51,227.59,11002.79,-9.231748293756766,-6.949914744690347,-2.2818335490664188,221.51,6.0800000000000125,0.6253486310708688,38.47473822639853,225.58999999999997
2015-04-17,220.0,228.29,227.59,221.86,5767.04,-9.53287584338932,-7.466506964430143,-2.066368878959177,227.59,-5.72999999999999,0.5524651924423267,35.58631749889301,224.14499999999998
2015-04-18,220.32,224.72,221.86,223.14,4254.1,-9.558056962407562,-7.884816964025627,-1.673239998381935,221.86,1.2799999999999727,0.5805031698818782,36.72901016233097,222.51999999999998
2015-04-19,221.91,227.35,223.14,222.89,5866.64,-9.488805053234813,-8.205614581867465,-1.283190471367348,223.14,-0.25,0.5770997752499132,36.592470832003244,224.63
2015-04-20,221.43,226.51,222.89,224.07,6013.41,-9.232282274786343,-8.410948120451241,-0.8213341543351014,222.89,1.1800000000000068,0.6069010194315516,37.768413367877855,223.97
2015-04-21,223.91,235.61,224.07,234.13,9531.32,-8.123584573440326,-8.353475411049057,0.22989083760873186,224.07,10.060000000000002,0.8805129640561887,46.82302014855343,229.76
2015-04-22,229.1,238.64,234.13,233.0,11066.24,-7.252512761007466,-8.133282881040738,0.8807701200332723,234.13,-1.1299999999999955,0.8523035229133582,46.013167516564984,233.87
2015-04-23,232.01,236.22,233.0,235.14,8021.19,-6.316687121511563,-7.769963729134903,1.4532766076233399,233.0,2.1399999999999864,0.9176434643779416,47.8526629910119,234.115
2015-04-24,228.0,236.0,235.14,231.06,8557.1,-5.83697544245905,-7.383366071799733,1.5463906293406833,235.14,-4.079999999999984,0.8090981628858538,44.723839727701076,232.0
2015-04-25,225.7,232.29,231.06,226.28,5375.75,-5.7759252615209675,-7.0618779097439806,1.285952648223013,231.06,-4.780000000000001,0.7040280007003489,41.31551831372466,228.995
2015-04-26,214.98,227.26,226.28,219.49,11260.03,-6.203923834728727,-6.89028709474093,0.6863632600122029,226.28,-6.789999999999992,0.5873471438316235,37.00180808678393,221.12
2015-04-27,217.52,229.93,219.49,226.01,13501.83,-5.948436405364731,-6.7019169568656904,0.7534805515009593,219.49,6.519999999999982,0.758731896589863,43.14085040824158,223.72500000000002
2015-04-28,221.45,228.06,226.01,225.11,9597.44,-5.752274614206385,-6.51198848833383,0.7597138741274447,226.01,-0.8999999999999773,0.7398817769784428,42.52483052402302,224.755
2015-04-29,221.81,226.99,225.11,225.49,8661.92,-5.502720223820717,-6.310134835431208,0.8074146116104917,225.11,0.37999999999999545,0.7511784755053525,42.89559779385585,224.4
2015-04-30,224.6,240.0,225.49,235.75,12474.83,-4.426029801452273,-5.933313828635422,1.5072840271831485,225.49,10.259999999999991,1.079651709595501,51.91502522340612,232.3
2015-05-01,231.04,239.23,235.75,231.96,6622.93,-3.8343660255060286,-5.513524268009544,1.6791582425035152,235.75,-3.789999999999992,0.954877664730533,48.845903861823324,235.135
2015-05-02,229.87,234.9,231.96,233.9,4381.68,-3.1723574714113454,-5.045290908689904,1.8729334372785589,231.96,1.9399999999999977,1.0185847565924018,50.460341249771815,232.385
2015-05-03,232.31,242.25,233.9,239.18,4422.59,-2.196340997731312,-4.475500926498186,2.279159928766874,233.9,5.280000000000001,1.2053106975293304,54.65491546745194,237.28
2015-05-04,236.07,242.2,239.18,237.93,7163.19,-1.506341299004987,-3.8816690009995463,2.3753277019945593,239.18,-1.25,1.1505377270434838,53.50000200299765,239.135
2015-05-05,229.66,238.99,237.93,234.37,8788.82,-1.232565565826178,-3.3518483139648727,2.1192827481386947,237.93,-3.5600000000000023,1.0097952258269154,50.2436871602898,234.325
